time,reference,lqr_position,lqr_voltage,rnn_position,rnn_voltage
9.700000000000001,0.0062504747416571044,0.006019276896894786,-0.8899710259929688,,
9.705,0.006262822205750666,0.006031456553856683,-0.8775770601537498,,
9.71,0.006275176945491453,0.006043645769951376,-0.865174432983245,,
9.715,0.006287538838943157,0.006055844424876224,-0.8527632668903635,,
9.72,0.006299907764098896,0.006068052398235427,-0.8403436843683216,,
9.725,0.006312283598882361,0.006080269569541217,-0.827915807993371,,
9.73,0.006324666221149063,0.006092495818215047,-0.8154797604236399,,
9.735,0.0063370555086875195,0.006104731023588775,-0.8030356643978942,,
9.74,0.006349451339220467,0.0061169750649058665,-0.7905836427343441,,
9.745000000000001,0.0063618535904060546,0.006129227821322575,-0.7781238183294071,,
9.75,0.0063742621398390755,0.006141489171909143,-0.7656563141565247,,
9.755,0.006386676865052159,0.006153758995650989,-0.7531812532649332,,
9.76,0.006399097643516969,0.0061660371714499064,-0.7406987587784357,,
9.765,0.006411524352645451,0.006178323578125257,-0.7282089538942302,,
9.77,0.006423956869790991,0.0061906180944151686,-0.7157119618816343,,
9.775,0.006436395072249668,0.006202920598977727,-0.703207906080922,,
9.78,0.006448838837261446,0.0062152309703921785,-0.6906969099020712,,
9.785,0.00646128804201139,0.006227549087160129,-0.6781790968235683,,
9.790000000000001,0.00647374256363087,0.0062398748277067385,-0.6656545903911684,,
9.795,0.006486202279198788,0.006252208070381923,-0.6531235142166982,,
9.8,0.006498667065742785,0.006264548693461557,-0.6405859919768216,,
9.805,0.00651113680024044,0.006276896575148673,-0.6280421474118116,,
9.81,0.006523611359620521,0.006289251593574663,-0.6154921043243669,,
9.815,0.006536090620764154,0.006301613626800485,-0.6029359865783307,,
9.82,0.006548574460506072,0.006313982552817859,-0.5903739180975243,,
9.825000000000001,0.006561062755635821,0.006326358249550482,-0.5778060228644921,,
9.83,0.006573555382898961,0.0063387405948552205,-0.565232424919279,,
9.835,0.00658605221899831,0.0063511294665233265,-0.5526532483582284,,
9.84,0.00659855314059514,0.006363524742281639,-0.5400686173327294,,
9.845,0.006611058024310405,0.006375926299793789,-0.5274786560480169,,
9.85,0.006623566746725941,0.006388334016661412,-0.5148834887619131,,
9.855,0.006636079184385721,0.00640074777042535,-0.5022832397836493,,
9.86,0.006648595213797024,0.006413167438566868,-0.4896780334725814,,
9.865,0.006661114711431705,0.0064255928985088515,-0.4770679942370223,,
9.870000000000001,0.006673637553727372,0.00643802402761703,-0.46445324653296005,,
9.875,0.006686163617088617,0.006450460703201177,-0.45183391486285274,,
9.88,0.0066986927778882694,0.006462902802516325,-0.4392101237744285,,
9.885,0.006711224912468557,0.006475350202763977,-0.4265819978593934,,
9.89,0.006723759897142379,0.006487802781093319,-0.4139496617522613,,
9.895,0.0067362976081944866,0.006500260414602429,-0.40131324012907943,,
9.9,0.006748837921882747,0.006512722980339493,-0.3886728577062412,,
9.905,0.006761380714439313,0.00652519035530402,-0.376028639239203,,
9.91,0.006773925862071901,0.006537662416448052,-0.363380709521314,,
9.915000000000001,0.00678647324096496,0.00655013904067738,-0.3507291933825229,,
9.92,0.00679902272728092,0.00656262010485276,-0.3380742156881802,,
9.925,0.0068115741971614295,0.006575105485791129,-0.3254159013378235,,
9.93,0.00682412752672854,0.006587595060266815,-0.31275437526389227,,
9.935,0.0068366825920859586,0.006600088705012762,-0.3000897624305411,,
9.94,0.00684923926932026,0.00661258629672174,-0.28742218783238604,,
9.945,0.006861797434502112,0.006625087712047564,-0.27475177649327814,,
9.950000000000001,0.00687435696368749,0.006637592827606312,-0.2620786534650564,,
9.955,0.006886917732918906,0.006650101519977541,-0.2494029438263241,,
9.96,0.006899479618226652,0.006662613665705509,-0.2367247726812317,,
9.965,0.006912042495629977,0.006675129141300388,-0.2240442651581946,,
9.97,0.006924606241138368,0.006687647823239487,-0.21136154640871901,,
9.975,0.0069371707307527165,0.006700169587968469,-0.19867674160610563,,
9.98,0.006949735840466588,0.0067126943119025706,-0.18598997594426392,,
9.985,0.006962301446267422,0.006725221871427824,-0.17330137463644557,,
9.99,0.006974867424137765,0.006737752142902274,-0.16061106291402746,,
9.995000000000001,0.006987433650056482,0.006750285002657199,-0.14791916602525695,,
10.0,0.006999999999999999,0.006762820326998335,-0.13522580923403382,,
10.005,0.00701256634994352,0.00677535799220709,-0.12253111781867014,,
10.01,0.007025132575862234,0.00678789787454177,-0.10983521707063407,,
10.015,0.0070376985537325765,0.006800439850238799,-0.09713823229335616,,
10.02,0.0070502641595334105,0.00681298379551394,-0.0844402888009376,,
10.025,0.007062829269247281,0.006825529586563519,-0.07174151191695877,,
10.03,0.007075393758861631,0.006838077099565642,-0.059042026973220696,,
10.035,0.007087957504370021,0.0068506262106814205,-0.04634195930851598,,
10.040000000000001,0.00710052038177335,0.006863176796056195,-0.03364143426737867,,
10.045,0.007113082267081092,0.006875728731820755,-0.020940577198865842,,
10.05,0.007125643036312516,0.006888281894092562,-0.008239513455314401,,
10.055,0.007138202565497887,0.006900836158976971,0.004461631608916217,,
10.06,0.007150760730679739,0.006913391402568457,0.017162732638636186,,
10.065,0.00716331740791404,0.006925947500951835,0.029863664279118463,,
10.07,0.007175872473271458,0.006938504330203482,0.04256430117728996,,
10.075000000000001,0.0071884258028385726,0.006951061766392563,0.05526451798298901,,
10.08,0.007200977272719079,0.006963619685582252,0.06796418935021212,,
10.085,0.007213526759035042,0.006976177963830958,0.08066318993832258,,
10.09,0.007226074137928098,0.006988736477193543,0.09336139441331406,,
10.095,0.007238619285560684,0.007001295101722552,0.10605867744903133,,
10.1,0.007251162078117252,0.007013853713469428,0.11875491372842528,,
10.105,0.007263702391805512,0.007026412188485746,0.13144997794475755,,
10.11,0.00727624010285762,0.007038970402824427,0.14414374480288356,,
10.115,0.007288775087531441,0.007051528232540965,0.1568360890204336,,
