time,position,velocity,current,reference,voltage
0,0.007,0,0,0.00549448142616835,1.52999330900885
0.01,0.00699329469195887,-0.0018478282169666,0.0215805047894029,0.00549448142616835,0.573129158176499
0.02,0.00695784245096047,-0.00531640408128775,0.021474041352121,0.00549448142616835,-0.0840371365623265
0.03,0.00688763409407274,-0.0086131692769537,0.0096873282466505,0.00549448142616835,-0.53525279278526
0.04,0.00678855249049581,-0.0110376246567877,-0.00759927467267056,0.00549448142616835,-0.844965997468771
0.05,0.00667032790682363,-0.0124426340559377,-0.0266768715419644,0.00549448142616835,-1.05752710499248
0.06,0.0065427225864866,-0.0129387236449901,-0.0454265737455033,0.00549448142616835,-1.20340627383987
0.07,0.00641388406158521,-0.0127342176626194,-0.0627461114489075,0.00549448142616835,-1.30340730344255
0.08,0.00628969785959143,-0.0120359695092335,-0.0781055977074314,0.00549448142616835,-1.37207897086658
0.09,0.0061741535179086,-0.011038458669938,-0.091394545987487,0.00549448142616835,-1.41906071929802
0.1,0.00606949086560939,-0.00988310076370632,-0.102640753748184,0.00549448142616835,-1.45142360976169
0.11,0.00597663765530669,-0.00868406065067872,-0.112059293582742,0.00549448142616835,-1.47345362878903
0.12,0.00589572011768404,-0.00751302585023269,-0.119836120839953,0.00549448142616835,-1.48861906780206
0.13,0.00582622155506078,-0.00641748782809082,-0.126197449384126,0.00549448142616835,-1.49912403982626
0.14,0.00576706630137497,-0.00542177679318977,-0.131393018005972,0.00549448142616835,-1.50613603292858
0.15,0.00571730546570153,-0.00453868309212018,-0.135596594729971,0.00549448142616835,-1.51093060267722
0.16,0.00567589087922719,-0.00377160977747329,-0.138970949417837,0.00549448142616835,-1.51434249759806
0.17,0.00564155929888277,-0.00311226863411191,-0.141681018457845,0.00549448142616835,-1.51663784978107
0.18,0.00561327252116151,-0.00255221592069384,-0.14385077300111,0.00549448142616835,-1.51816903352101
0.19,0.005590166769917,-0.00208375812117288,-0.145579122863697,0.00549448142616835,-1.51926815663043
0.2,0.00557134536014652,-0.00169387096597604,-0.146954649059221,0.00549448142616835,-1.52002239366038
0.21,0.00555606448874046,-0.0013710263067452,-0.148046975812122,0.00549448142616835,-1.52052353803572
0.22,0.00554371848148513,-0.00110622982004975,-0.148913592696816,0.00549448142616835,-1.52087585871446
0.23,0.00553377289394545,-0.000890161592218686,-0.149600561062278,0.00549448142616835,-1.52112526207267
0.24,0.00552578275686253,-0.000714205320682756,-0.150143050159878,0.00549448142616835,-1.52129040196494
0.25,0.00551937899862216,-0.00057152746518035,-0.150571203456523,0.00549448142616835,-1.52139976357238
0.26,0.0055142538852881,-0.000456563056526543,-0.150910575801093,0.00549448142616835,-1.52148236872959
0.27,0.00551016011853567,-0.000364042442136463,-0.151178815043238,0.00549448142616835,-1.52154106885186
0.28,0.00550690654794604,-0.000289778560828586,-0.151389060209672,0.00549448142616835,-1.52157791974409
0.29,0.0055043252137745,-0.000230302448977544,-0.151553630255557,0.00549448142616835,-1.52159971601735
0.3,0.00550227006965092,-0.000182810732764351,-0.151684025707249,0.00549448142616835,-1.52161729253658
0.31,0.00550062443452946,-0.000144772336833815,-0.151788345614362,0.00549448142616835,-1.5216328772903
0.32,0.0054993214504079,-0.000114500722533036,-0.151870312834144,0.00549448142616835,-1.52164361424921
0.33,0.00549830208351093,-9.06072782988973e-05,-0.151933588450059,0.00549448142616835,-1.52164926050345
0.34,0.00549750765132141,-7.1804206485171e-05,-0.151982169981001,0.00549448142616835,-1.52165123641663
0.35,0.00549687982258039,-5.69045233625187e-05,-0.152020391381291,0.00549448142616835,-1.5216526256259
0.36,0.00549637105293661,-4.49273498759672e-05,-0.15205173283904,0.00549448142616835,-1.52165571493401
0.37,0.00549596678110105,-3.53951408775122e-05,-0.152076572441248,0.00549448142616835,-1.52165809184682
0.38,0.00549565049248718,-2.79081536744486e-05,-0.152095887549043,0.00549448142616835,-1.52165958351333
0.39,0.0054954049553592,-2.20672552104645e-05,-0.152110766853941,0.00549448142616835,-1.52166035259843
0.4,0.00549521253734587,-1.74760589573539e-05,-0.152122370191961,0.00549448142616835,-1.52166080361877
0.41,0.00549505658017301,-1.37650642542333e-05,-0.152131812291552,0.00549448142616835,-1.52166141872593
0.42,0.00549493091024624,-1.07762791817959e-05,-0.152139425540405,0.00549448142616835,-1.52166197515434
0.43,0.00549483260141926,-8.43317181702519e-06,-0.152145360658453,0.00549448142616835,-1.52166235162505
0.44,0.00549475768509907,-6.63980349265527e-06,-0.152149852319875,0.00549448142616835,-1.52166252951755
0.45,0.00549470126391887,-5.28173938372774e-06,-0.152153205412241,0.00549448142616835,-1.52166255754739
0.46,0.00549465751173804,-4.2260485075918e-06,-0.152155795036507,0.00549448142616835,-1.52166255176612
0.47,0.00549462024999237,-3.33316652295705e-06,-0.152158024314094,0.00549448142616835,-1.52166266416217
0.48,0.00549458874458656,-2.5804982782611e-06,-0.152159917516453,0.00549448142616835,-1.52166281569454
0.49,0.00549456364602034,-1.98059368653431e-06,-0.15216142443716,0.00549448142616835,-1.52166293536032
0.5,0.00549454478742051,-1.52862218294005e-06,-0.152162552239977,0.00549448142616835,-1.52166299635031
0.51,0.00549453147220451,-1.20772656194035e-06,-0.152163342087613,0.00549448142616835,-1.52166299383304
0.52,0.00549452247408036,-9.89022977295919e-07,-0.152163869141729,0.00549448142616835,-1.5216629449547
0.53,0.00549451603704671,-8.31600942066147e-07,-0.152164242562935,0.00549448142616835,-1.52166288883923
0.54,0.00549450987599838,-6.8253614444254e-07,-0.152164605467367,0.00549448142616835,-1.52166288657566
